Household_ID,Ward,Address,Locality,Day,Daily_Usage_Liters,Anomaly_Flag,Leakage_Flag,Monthly_Usage_Liters,Average_Daily_Usage
135,Ward-8,"135 Pipliyahana Street, Indore",Pipliyahana,7,266.22293021762584,0,0,7461.62829583185,248.720943194395
372,Ward-5,"372 Khajrana Street, Indore",Khajrana,7,242.79247039895503,0,0,7617.96285957978,253.932095319326
88,Ward-2,"88 Bijalpur Street, Indore",Bijalpur,19,259.7512492014063,0,0,7933.954050631659,264.4651350210553
123,Ward-9,"123 Mahalaxmi Nagar Street, Indore",Mahalaxmi Nagar,21,234.0686298053701,0,0,7246.005771800586,241.5335257266862
43,Ward-2,"43 Juni Indore Street, Indore",Juni Indore,18,242.79562221391922,0,0,7468.768031584235,248.95893438614118
175,Ward-3,"175 Sudama Nagar Street, Indore",Sudama Nagar,9,207.46933735240262,0,0,7509.116831423621,250.30389438078737
68,Ward-8,"68 Pipliyahana Street, Indore",Pipliyahana,21,236.55027463483293,0,0,7568.03094312143,252.26769810404767
208,Ward-2,"208 Juni Indore Street, Indore",Juni Indore,16,152.26595022006234,0,0,7260.593601631408,242.01978672104693
2,Ward-1,"2 Aerodrome Road Street, Indore",Aerodrome Road,10,234.94481522053556,0,0,7160.91938300601,238.69731276686701
64,Ward-3,"64 Old Palasia Street, Indore",Old Palasia,2,270.35261435622675,0,0,7432.868497269154,247.76228324230516
241,Ward-3,"241 Scheme No. 54 Street, Indore",Scheme No. 54,14,200.5889792469239,0,0,7900.512733153487,263.3504244384496
160,Ward-1,"160 Khajrana Street, Indore",Khajrana,17,306.9308535726893,0,0,7428.798868580827,247.62662895269423
115,Ward-3,"115 Bicholi Mardana Street, Indore",Bicholi Mardana,3,303.22413768042844,0,0,7439.655738576625,247.9885246192208
258,Ward-8,"258 Silicon City Street, Indore",Silicon City,23,346.2813063730972,0,0,7101.679738831838,236.7226579610613
326,Ward-7,"326 Silicon City Street, Indore",Silicon City,4,161.69403387014955,0,0,7483.11942753585,249.437314251195
320,Ward-8,"320 Musakhedi Street, Indore",Musakhedi,15,309.34613341177186,0,0,7709.283769010327,256.97612563367755
100,Ward-1,"100 Old Palasia Street, Indore",Old Palasia,11,179.95403359454355,0,0,7403.734173725111,246.79113912417037
322,Ward-3,"322 Sneh Nagar Street, Indore",Sneh Nagar,1,342.53082922602994,0,0,7920.649219622038,264.02164065406794
436,Ward-2,"436 Bhawarkua Street, Indore",Bhawarkua,14,226.11550725549537,0,0,7573.086695973679,252.43622319912262
44,Ward-4,"44 Nipania Street, Indore",Nipania,14,288.1099200396106,0,0,7461.077858749095,248.7025952916365
384,Ward-9,"384 Saket Nagar Street, Indore",Saket Nagar,25,290.3180050310413,0,0,7589.956283082361,252.998542769412
258,Ward-8,"258 Silicon City Street, Indore",Silicon City,2,301.54596691834536,0,0,7101.679738831838,236.7226579610613
250,Ward-3,"250 Bijalpur Street, Indore",Bijalpur,3,291.9335524442596,0,0,7658.825367530976,255.2941789176992
12,Ward-1,"12 Sudama Nagar Street, Indore",Sudama Nagar,17,282.3779054506857,0,0,7187.281296397112,239.57604321323706
246,Ward-3,"246 Navlakha Street, Indore",Navlakha,28,178.63309054633214,0,0,7370.8791349175235,245.69597116391745
293,Ward-2,"293 Nipania Street, Indore",Nipania,18,244.72943712607957,0,0,7286.0182740021855,242.86727580007286
357,Ward-1,"357 Bijalpur Street, Indore",Bijalpur,9,271.7834259320746,0,0,7817.593640918807,260.58645469729356
16,Ward-2,"16 Sukhliya Street, Indore",Sukhliya,25,262.99607345678646,0,0,7223.18661348456,240.77288711615202
147,Ward-10,"147 Sukhliya Street, Indore",Sukhliya,21,232.74176472751017,0,0,7614.55916442743,253.81863881424766
299,Ward-10,"299 Old Palasia Street, Indore",Old Palasia,11,230.14634878576808,0,0,7693.395173101378,256.4465057700459
203,Ward-4,"203 Sneh Nagar Street, Indore",Sneh Nagar,7,188.02059937374858,0,0,7795.469748173008,259.8489916057669
354,Ward-5,"354 Nipania Street, Indore",Nipania,19,190.93994134255598,0,0,7580.329046711578,252.67763489038592
327,Ward-4,"327 New Palasia Street, Indore",New Palasia,19,237.37363365945671,0,0,7505.02196009983,250.16739866999433
11,Ward-5,"11 Musakhedi Street, Indore",Musakhedi,23,254.50362934908307,0,0,6947.675827077959,231.58919423593198
474,Ward-5,"474 Bijalpur Street, Indore",Bijalpur,6,224.0457029989899,0,0,7645.24903239967,254.84163441332234
351,Ward-8,"351 Musakhedi Street, Indore",Musakhedi,7,301.6498039548195,0,0,7989.3051288548995,266.31017096183
263,Ward-4,"263 Palasia Street, Indore",Palasia,18,188.10183135875673,0,0,7389.046097571043,246.30153658570143
407,Ward-8,"407 New Palasia Street, Indore",New Palasia,5,271.04422369658573,0,0,7745.190888070729,258.17302960235764
92,Ward-7,"92 Khajrana Street, Indore",Khajrana,25,294.05357868113066,0,0,7950.5221466639005,265.0174048887967
325,Ward-3,"325 Bicholi Mardana Street, Indore",Bicholi Mardana,23,265.48074019823196,0,0,7226.823372102077,240.89411240340257
384,Ward-9,"384 Saket Nagar Street, Indore",Saket Nagar,15,202.4622505708022,0,0,7589.956283082361,252.998542769412
420,Ward-9,"420 Pipliyahana Street, Indore",Pipliyahana,28,165.0983862760361,0,0,7265.838172964057,242.19460576546857
447,Ward-7,"447 Mahalaxmi Nagar Street, Indore",Mahalaxmi Nagar,1,218.80998539677958,0,0,7624.415629626732,254.1471876542244
33,Ward-2,"33 Scheme No. 54 Street, Indore",Scheme No. 54,12,189.2740522175365,0,0,7815.138142965136,260.5046047655045
103,Ward-9,"103 Sneh Nagar Street, Indore",Sneh Nagar,17,309.72817155920643,0,0,7732.237708491454,257.74125694971514
224,Ward-5,"224 MG Road Street, Indore",MG Road,11,264.0442012569494,0,0,7403.36590351488,246.778863450496
410,Ward-5,"410 Scheme No. 54 Street, Indore",Scheme No. 54,4,226.50331910366302,0,0,7574.217189871828,252.47390632906092
428,Ward-1,"428 Bijalpur Street, Indore",Bijalpur,26,299.5926850253929,0,0,7055.949305030193,235.1983101676731
419,Ward-7,"419 Rau Street, Indore",Rau,8,333.90278002262977,0,0,8118.623183846714,270.62077279489046
288,Ward-3,"288 MG Road Street, Indore",MG Road,19,290.4205588466349,0,0,7740.193751606518,258.00645838688393
173,Ward-4,"173 Nipania Street, Indore",Nipania,9,284.331409597308,0,0,7245.621046481991,241.5207015493997
227,Ward-8,"227 MG Road Street, Indore",MG Road,15,178.4170542001367,0,0,7453.717097249076,248.4572365749692
41,Ward-1,"41 Annapurna Street, Indore",Annapurna,2,298.270398721769,0,0,6910.676130889888,230.35587102966292
91,Ward-6,"91 Mhow Street, Indore",Mhow,28,210.82389079323087,0,0,8025.594237886892,267.51980792956306
204,Ward-8,"204 Silicon City Street, Indore",Silicon City,15,249.3333576481769,0,0,7392.7861373910455,246.4262045797015
276,Ward-2,"276 Palasia Street, Indore",Palasia,22,291.4482804740634,0,0,7569.759974874807,252.3253324958269
342,Ward-7,"342 Bijalpur Street, Indore",Bijalpur,25,234.96779801320173,0,0,7227.226728738304,240.90755762461012
2,Ward-1,"2 Aerodrome Road Street, Indore",Aerodrome Road,7,286.92332899977055,0,0,7160.91938300601,238.69731276686701
202,Ward-3,"202 Pipliyahana Street, Indore",Pipliyahana,3,290.52889601650025,0,0,7552.890349323042,251.7630116441014
159,Ward-8,"159 Musakhedi Street, Indore",Musakhedi,12,303.0044869954333,0,0,7313.605003587427,243.78683345291424
225,Ward-8,"225 Sneh Nagar Street, Indore",Sneh Nagar,23,218.45772246045718,0,0,7775.506982469163,259.18356608230545
221,Ward-10,"221 Scheme No. 54 Street, Indore",Scheme No. 54,19,325.40318230760363,0,0,7954.0347888428805,265.1344929614294
232,Ward-6,"232 Vijay Nagar Street, Indore",Vijay Nagar,6,333.67634208587964,0,0,7804.016778492284,260.13389261640947
193,Ward-2,"193 Navlakha Street, Indore",Navlakha,27,258.11772804082386,0,0,7316.013558429083,243.86711861430277
377,Ward-6,"377 Old Palasia Street, Indore",Old Palasia,26,293.533873748709,0,0,7472.472624989197,249.08242083297324
264,Ward-3,"264 Khajrana Street, Indore",Khajrana,6,167.71418576631683,0,0,7335.040630135672,244.50135433785573
154,Ward-2,"154 Juni Indore Street, Indore",Juni Indore,11,272.9445698180949,0,0,7334.582307786658,244.48607692622193
451,Ward-10,"451 Palasia Street, Indore",Palasia,12,263.4801847031622,0,0,7302.3467920713565,243.41155973571188
128,Ward-7,"128 Silicon City Street, Indore",Silicon City,8,227.80708247753316,0,0,7446.892699271629,248.22975664238763
104,Ward-4,"104 Annapurna Street, Indore",Annapurna,1,294.05615696397626,0,0,7630.668131909021,254.35560439696738
408,Ward-10,"408 Mhow Street, Indore",Mhow,24,305.1420355366772,0,0,7258.4173371012175,241.9472445700406
43,Ward-2,"43 Juni Indore Street, Indore",Juni Indore,29,230.59115907293855,0,0,7468.768031584235,248.95893438614118
102,Ward-5,"102 Navlakha Street, Indore",Navlakha,2,324.88882706210114,0,0,7619.471848762332,253.9823949587444
313,Ward-1,"313 Sudama Nagar Street, Indore",Sudama Nagar,8,266.1623593766781,0,0,7612.934674461612,253.7644891487204
100,Ward-1,"100 Old Palasia Street, Indore",Old Palasia,8,315.01565960677965,0,0,7403.734173725111,246.79113912417037
81,Ward-6,"81 Juni Indore Street, Indore",Juni Indore,1,231.63855048347526,0,0,7458.763261683558,248.6254420561186
316,Ward-6,"316 Khajrana Street, Indore",Khajrana,14,237.8708481855103,0,0,7426.444393647323,247.54814645491075
484,Ward-6,"484 Aerodrome Road Street, Indore",Aerodrome Road,20,178.98491099646526,0,0,7444.3094955254855,248.14364985084953
189,Ward-10,"189 Pipliyahana Street, Indore",Pipliyahana,25,240.81333626165977,0,0,7066.069798910395,235.53565996367982
142,Ward-2,"142 Aerodrome Road Street, Indore",Aerodrome Road,23,206.53738223920416,0,0,7498.570785266483,249.95235950888275
59,Ward-1,"59 Annapurna Street, Indore",Annapurna,7,302.5975202914133,0,0,7756.461661563826,258.5487220521275
251,Ward-8,"251 Annapurna Street, Indore",Annapurna,9,286.26649159921163,0,0,7506.069441200866,250.20231470669555
251,Ward-8,"251 Annapurna Street, Indore",Annapurna,11,312.6199689814379,0,0,7506.069441200866,250.20231470669555
331,Ward-4,"331 Sudama Nagar Street, Indore",Sudama Nagar,24,242.03993025104705,0,0,7399.86001913303,246.66200063776765
397,Ward-9,"397 Navlakha Street, Indore",Navlakha,3,228.11330341873273,0,0,7691.223754604223,256.3741251534741
398,Ward-3,"398 Scheme No. 54 Street, Indore",Scheme No. 54,18,232.9223333991852,0,0,7840.004090540897,261.3334696846966
220,Ward-3,"220 MG Road Street, Indore",MG Road,26,271.8563389865526,0,0,7626.593606754472,254.21978689181572
327,Ward-4,"327 New Palasia Street, Indore",New Palasia,12,175.46303101422322,0,0,7505.02196009983,250.16739866999433
330,Ward-7,"330 Nipania Street, Indore",Nipania,22,213.72215584952656,0,0,7196.636832334935,239.8878944111645
397,Ward-9,"397 Navlakha Street, Indore",Navlakha,30,254.4325415789345,0,0,7691.223754604223,256.3741251534741
215,Ward-5,"215 New Palasia Street, Indore",New Palasia,14,215.24253209615637,0,0,7021.898650624147,234.06328835413825
84,Ward-9,"84 Bicholi Mardana Street, Indore",Bicholi Mardana,18,322.0858380475026,0,0,7925.054192428776,264.1684730809592
471,Ward-7,"471 Mahalaxmi Nagar Street, Indore",Mahalaxmi Nagar,19,189.62085708908285,0,0,7319.898130159615,243.99660433865384
482,Ward-5,"482 Aerodrome Road Street, Indore",Aerodrome Road,3,217.12671533099575,0,0,8218.02771203769,273.934257067923
361,Ward-2,"361 Mahalaxmi Nagar Street, Indore",Mahalaxmi Nagar,28,193.51662703447315,0,0,7075.489584145603,235.84965280485343
8,Ward-7,"8 Navlakha Street, Indore",Navlakha,1,253.41756255519144,0,0,7431.488807743123,247.71629359143745
439,Ward-8,"439 Rau Street, Indore",Rau,23,191.16509071145467,0,0,7368.054478513031,245.60181595043437
66,Ward-8,"66 Silicon City Street, Indore",Silicon City,1,223.79558010327037,0,0,7504.558230122194,250.15194100407314
488,Ward-4,"488 Rajendra Nagar Street, Indore",Rajendra Nagar,21,248.83139729268916,0,0,6743.630296829613,224.7876765609871
22,Ward-6,"22 MG Road Street, Indore",MG Road,22,214.20950655656912,0,0,7447.114609082011,248.23715363606703
74,Ward-9,"74 Rau Street, Indore",Rau,17,257.22972516482423,0,0,6867.041012550487,228.90136708501623
287,Ward-3,"287 Silicon City Street, Indore",Silicon City,17,240.0468723120065,0,0,7582.2676778586165,252.74225592862055
88,Ward-2,"88 Bijalpur Street, Indore",Bijalpur,6,274.98832192480114,0,0,7933.954050631659,264.4651350210553
47,Ward-1,"47 Navlakha Street, Indore",Navlakha,17,290.6344712821998,0,0,7943.482299207792,264.78274330692636
420,Ward-9,"420 Pipliyahana Street, Indore",Pipliyahana,16,160.5192269375994,0,0,7265.838172964057,242.19460576546857
181,Ward-3,"181 MG Road Street, Indore",MG Road,26,250.42940692540913,0,0,7519.128055206734,250.63760184022445
498,Ward-1,"498 Palasia Street, Indore",Palasia,9,313.6900403243395,0,0,7513.507813203848,250.45026044012826
56,Ward-7,"56 MG Road Street, Indore",MG Road,21,224.7584717577525,0,0,7964.187495528379,265.47291651761265
78,Ward-6,"78 Pipliyahana Street, Indore",Pipliyahana,11,208.43002663662733,0,0,7773.349030160191,259.11163433867307
456,Ward-5,"456 MG Road Street, Indore",MG Road,13,256.533744994631,0,0,7670.361018619641,255.6787006206547
233,Ward-3,"233 Silicon City Street, Indore",Silicon City,3,160.16049438846386,0,0,7431.174639477803,247.70582131592676
66,Ward-8,"66 Silicon City Street, Indore",Silicon City,3,208.87900338088997,0,0,7504.558230122194,250.15194100407314
255,Ward-8,"255 Bijalpur Street, Indore",Bijalpur,13,230.78373865706138,0,0,7205.564422873398,240.18548076244662
155,Ward-7,"155 Bicholi Mardana Street, Indore",Bicholi Mardana,24,297.440654823581,0,0,7448.529197803179,248.2843065934393
98,Ward-8,"98 Nipania Street, Indore",Nipania,28,310.9485394896832,0,0,7663.103276506414,255.4367758835471
362,Ward-2,"362 Khajrana Street, Indore",Khajrana,29,184.61000466234617,0,0,7674.706967927789,255.823565597593
355,Ward-2,"355 Scheme No. 78 Street, Indore",Scheme No. 78,26,211.34809087994546,0,0,7470.438893396666,249.01462977988885
131,Ward-8,"131 Nipania Street, Indore",Nipania,10,288.01609376749286,0,0,7492.095594092967,249.7365198030989
383,Ward-3,"383 Saket Nagar Street, Indore",Saket Nagar,28,234.95323535149333,0,0,7085.263862333935,236.17546207779785
454,Ward-4,"454 Silicon City Street, Indore",Silicon City,2,293.0138712312669,0,0,7644.241893421407,254.80806311404692
17,Ward-3,"17 Scheme No. 78 Street, Indore",Scheme No. 78,5,354.22386152707816,0,0,7958.149484089633,265.27164946965445
371,Ward-3,"371 Sukhliya Street, Indore",Sukhliya,30,228.51724876851068,0,0,7251.836656209884,241.72788854032945
30,Ward-3,"30 Sneh Nagar Street, Indore",Sneh Nagar,29,291.70428593041515,0,0,7859.0176169989645,261.9672538999655
58,Ward-8,"58 Sukhliya Street, Indore",Sukhliya,23,301.91197964328785,0,0,7159.923373374971,238.66411244583236
400,Ward-4,"400 Sneh Nagar Street, Indore",Sneh Nagar,23,198.19658499630486,0,0,7402.688569321719,246.7562856440573
88,Ward-2,"88 Bijalpur Street, Indore",Bijalpur,4,316.5433590183584,0,0,7933.954050631659,264.4651350210553
265,Ward-9,"265 Pipliyahana Street, Indore",Pipliyahana,5,176.3729628621602,0,0,6952.3171417553685,231.74390472517896
267,Ward-8,"267 Scheme No. 54 Street, Indore",Scheme No. 54,9,216.30878095125763,0,0,7682.224362104564,256.07414540348543
446,Ward-3,"446 New Palasia Street, Indore",New Palasia,5,207.02809066023445,0,0,7361.199873734008,245.37332912446695
359,Ward-8,"359 Old Palasia Street, Indore",Old Palasia,19,232.31737225592244,0,0,7751.855245062602,258.39517483542005
259,Ward-3,"259 Nipania Street, Indore",Nipania,23,174.84765703212597,0,0,7238.750466743411,241.29168222478037
89,Ward-4,"89 Pipliyahana Street, Indore",Pipliyahana,1,208.99391399518953,0,0,7187.544745940182,239.58482486467273
42,Ward-5,"42 Vijay Nagar Street, Indore",Vijay Nagar,21,278.4220503128077,0,0,7442.920828287742,248.09736094292472
431,Ward-6,"431 Scheme No. 78 Street, Indore",Scheme No. 78,28,196.23530483347946,0,0,7542.809173751756,251.42697245839187
310,Ward-2,"310 Scheme No. 78 Street, Indore",Scheme No. 78,24,245.63634615535858,0,0,7655.590244819555,255.18634149398517
82,Ward-3,"82 Vijay Nagar Street, Indore",Vijay Nagar,6,152.07792289326812,0,0,7892.65370259334,263.08845675311136
420,Ward-9,"420 Pipliyahana Street, Indore",Pipliyahana,26,227.1676388288652,0,0,7265.838172964057,242.19460576546857
339,Ward-10,"339 Mahalaxmi Nagar Street, Indore",Mahalaxmi Nagar,27,309.4403120596578,0,0,7415.1226486325195,247.1707549544173
498,Ward-1,"498 Palasia Street, Indore",Palasia,6,322.244921207969,0,0,7513.507813203848,250.45026044012826
446,Ward-3,"446 New Palasia Street, Indore",New Palasia,8,152.45497666053095,0,0,7361.199873734008,245.37332912446695
302,Ward-5,"302 Rajendra Nagar Street, Indore",Rajendra Nagar,24,208.49647524353816,0,0,7480.423325981172,249.3474441993724
254,Ward-3,"254 Musakhedi Street, Indore",Musakhedi,14,225.71606277124766,0,0,7282.599165670219,242.75330552234064
191,Ward-3,"191 Pipliyahana Street, Indore",Pipliyahana,12,224.74628057948212,0,0,7493.925597367707,249.79751991225692
77,Ward-5,"77 Scheme No. 54 Street, Indore",Scheme No. 54,24,356.82795644013623,0,0,7735.124009548848,257.8374669849616
193,Ward-2,"193 Navlakha Street, Indore",Navlakha,11,226.3413538932333,0,0,7316.013558429083,243.86711861430277
416,Ward-10,"416 Sneh Nagar Street, Indore",Sneh Nagar,26,154.8686881784279,0,0,7393.1605929210045,246.43868643070016
220,Ward-3,"220 MG Road Street, Indore",MG Road,23,343.5537241154057,0,0,7626.593606754472,254.21978689181572
20,Ward-1,"20 Scheme No. 78 Street, Indore",Scheme No. 78,13,335.30819866988554,0,0,7775.478485347322,259.1826161782441
157,Ward-10,"157 Bijalpur Street, Indore",Bijalpur,9,283.54556241384375,0,0,7263.823114121327,242.12743713737757
480,Ward-4,"480 Navlakha Street, Indore",Navlakha,23,225.91498494911883,0,0,7370.306117705033,245.67687059016777
24,Ward-3,"24 Pipliyahana Street, Indore",Pipliyahana,29,173.79923791364848,0,0,7614.3993900167325,253.81331300055774
493,Ward-10,"493 Musakhedi Street, Indore",Musakhedi,19,224.16454452850573,0,0,6990.538287637613,233.0179429212538
346,Ward-2,"346 Mhow Street, Indore",Mhow,30,303.46615601463213,0,0,6987.72984261545,232.92432808718166
26,Ward-10,"26 Mhow Street, Indore",Mhow,13,317.8316691091727,0,0,7434.496717990738,247.81655726635793
116,Ward-8,"116 Navlakha Street, Indore",Navlakha,20,294.1523063850515,0,0,7482.468935100042,249.41563117000138
63,Ward-6,"63 Annapurna Street, Indore",Annapurna,11,161.3483765896559,0,0,8003.077500172354,266.76925000574516
420,Ward-9,"420 Pipliyahana Street, Indore",Pipliyahana,6,214.58811813954605,0,0,7265.838172964057,242.19460576546857
243,Ward-10,"243 Vijay Nagar Street, Indore",Vijay Nagar,30,273.70914905453407,0,0,7134.425454088513,237.81418180295043
125,Ward-4,"125 Aerodrome Road Street, Indore",Aerodrome Road,14,260.9267021205473,0,0,7579.1650532673075,252.63883510891026
329,Ward-10,"329 MG Road Street, Indore",MG Road,7,236.13510557514405,0,0,7311.931103394829,243.73103677982763
25,Ward-1,"25 Nipania Street, Indore",Nipania,19,299.2861358411782,0,0,7951.49377586945,265.04979252898164
382,Ward-4,"382 Old Palasia Street, Indore",Old Palasia,28,205.4075643636143,0,0,7223.122267513104,240.7707422504368
130,Ward-2,"130 New Palasia Street, Indore",New Palasia,20,221.2027594288136,0,0,7514.757980291876,250.49193267639586
155,Ward-7,"155 Bicholi Mardana Street, Indore",Bicholi Mardana,16,273.96804767147114,0,0,7448.529197803179,248.2843065934393
265,Ward-9,"265 Pipliyahana Street, Indore",Pipliyahana,7,312.2335088408747,0,0,6952.3171417553685,231.74390472517896
274,Ward-5,"274 Vijay Nagar Street, Indore",Vijay Nagar,3,215.59314689242052,0,0,7546.852464900122,251.56174883000406
214,Ward-1,"214 Sudama Nagar Street, Indore",Sudama Nagar,6,245.71959755359396,0,0,7456.337454125093,248.54458180416978
170,Ward-10,"170 Scheme No. 78 Street, Indore",Scheme No. 78,1,189.15516448299164,0,0,7572.958410181415,252.43194700604718
498,Ward-1,"498 Palasia Street, Indore",Palasia,1,220.02143153418146,0,0,7513.507813203848,250.45026044012826
437,Ward-4,"437 Vijay Nagar Street, Indore",Vijay Nagar,19,245.30217199524628,0,0,7149.319868714212,238.31066229047374
129,Ward-8,"129 Rajendra Nagar Street, Indore",Rajendra Nagar,5,314.51069059971223,0,0,7246.543695350243,241.55145651167476
162,Ward-7,"162 Saket Nagar Street, Indore",Saket Nagar,13,267.0830115976313,0,0,7452.603736136871,248.4201245378957
26,Ward-10,"26 Mhow Street, Indore",Mhow,1,257.24687073905903,0,0,7434.496717990738,247.81655726635793
240,Ward-4,"240 Sukhliya Street, Indore",Sukhliya,18,154.97551469911298,0,0,7128.662150182918,237.62207167276392
265,Ward-9,"265 Pipliyahana Street, Indore",Pipliyahana,12,235.1966002380635,0,0,6952.3171417553685,231.74390472517896
496,Ward-9,"496 Silicon City Street, Indore",Silicon City,17,255.283736264042,0,0,7707.794996569775,256.92649988565915
411,Ward-10,"411 Annapurna Street, Indore",Annapurna,6,261.1358031300482,0,0,7517.2037701859845,250.57345900619947
62,Ward-6,"62 Bicholi Mardana Street, Indore",Bicholi Mardana,10,218.95762008744418,0,0,7477.532795327536,249.25109317758455
494,Ward-2,"494 Pipliyahana Street, Indore",Pipliyahana,9,171.84905493517752,0,0,7960.2849802448245,265.3428326748275
116,Ward-8,"116 Navlakha Street, Indore",Navlakha,28,244.53837849067276,0,0,7482.468935100042,249.41563117000138
43,Ward-2,"43 Juni Indore Street, Indore",Juni Indore,16,151.22667168230643,0,0,7468.768031584235,248.95893438614118
125,Ward-4,"125 Aerodrome Road Street, Indore",Aerodrome Road,2,268.9819824192983,0,0,7579.1650532673075,252.63883510891026
338,Ward-4,"338 Mahalaxmi Nagar Street, Indore",Mahalaxmi Nagar,6,206.58596341000197,0,0,7162.08742951467,238.736247650489
254,Ward-3,"254 Musakhedi Street, Indore",Musakhedi,10,222.54205291181117,0,0,7282.599165670219,242.75330552234064
302,Ward-5,"302 Rajendra Nagar Street, Indore",Rajendra Nagar,4,204.6336720313867,0,0,7480.423325981172,249.3474441993724
445,Ward-2,"445 New Palasia Street, Indore",New Palasia,24,185.78140122454005,0,0,7375.42307942275,245.84743598075832
384,Ward-9,"384 Saket Nagar Street, Indore",Saket Nagar,29,285.003634816312,0,0,7589.956283082361,252.998542769412
184,Ward-10,"184 Khajrana Street, Indore",Khajrana,14,200.37109966355885,0,0,7225.038820666312,240.83462735554374
206,Ward-3,"206 Nipania Street, Indore",Nipania,25,232.75761165345006,0,0,7885.57742944829,262.85258098160966
76,Ward-3,"76 Musakhedi Street, Indore",Musakhedi,15,237.70750105110017,0,0,7218.617604271349,240.62058680904497
281,Ward-1,"281 Silicon City Street, Indore",Silicon City,20,266.1487370977429,0,0,7025.22600140745,234.174200046915
52,Ward-10,"52 Palasia Street, Indore",Palasia,7,195.23272180715418,0,0,7928.002033178565,264.26673443928553
